spkid,IPA,AgeMonth,Register,time_start,duration(ms),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,dmfcc1,dmfcc2,dmfcc3,dmfcc4,dmfcc5,dmfcc6,dmfcc7,dmfcc8,dmfcc9,dmfcc10,dmfcc11,dmfcc12,dmfcc13
AF,u,20,IDS,27.02785470782312,46.67053081274375,-261.42038,163.47827,-2.5623765,29.103415,0.49505895,-0.4005664,-7.271792,3.6091201,4.853323,-9.24274,-34.205032,-20.739798,-7.1213455,129.429,129.429,-67.18743,1.5287178,-14.75199,-3.8834255,2.0048432,6.0625577,-6.42593,-19.529179,-5.748529,13.541843,13.541843
AF,u,20,IDS,27.02785470782312,46.67053081274375,-243.0058,121.415955,21.219034,17.747263,13.848939,3.5318418,-1.5704331,-3.1646056,-1.3821256,3.3171048,-14.616574,-26.433422,-13.480373,132.11241,132.11241,-51.834347,-3.6850476,-7.107711,-7.7096863,-3.3482237,0.09415376,3.2408552,-6.617224,-14.875263,0.56810045,0.56810045
AF,i,20,IDS,28.57553510826905,91.83556063151954,-182.64597,109.465485,-4.081837,55.80484,-51.802914,-1.9522237,-7.144786,-5.3383946,-8.560717,1.3208617,-7.7533092,1.9636233,9.036313,89.28207,89.28207,-26.830322,-23.860538,-28.878532,22.329063,-1.6930856,-0.7079654,3.3296282,0.4037037,0.3213808,8.394812,8.394812
AF,i,20,IDS,28.57553510826905,91.83556063151954,-252.86751,85.48433,-4.228027,98.09503,-68.11941,14.625771,-9.86683,-20.105913,-25.255144,-6.019167,-3.4884326,-15.756981,19.472862,124.31974,124.31974,6.3053513,-31.94569,-41.73463,29.12629,-17.365843,-7.694157,7.043373,10.883356,-4.868907,11.480647,11.480647
AF,i,20,IDS,28.57553510826905,91.83556063151954,-259.22122,80.915985,-11.484216,93.1994,-76.733154,7.1145425,-5.351701,-18.51325,-19.266346,5.9395785,3.3008757,-11.922174,9.001904,123.8685,123.8685,6.1417084,-32.62447,-43.04243,35.690727,-12.813896,-6.9573226,12.226415,11.283611,-8.930877,2.850514,2.850514
AF,i,20,IDS,28.57553510826905,91.83556063151954,-280.1832,71.59082,-22.938314,86.05759,-74.0516,2.9208,-10.204557,-25.959503,-30.622534,-11.4710655,-18.050148,-17.047308,22.25409,128.62244,128.62244,7.233383,-25.556643,-41.568394,31.923521,-14.440151,-10.208988,7.244219,6.286193,-2.7881212,20.152119,20.152119
AF,i,20,IDS,28.57553510826905,91.83556063151954,-288.60773,107.34493,-6.5959415,80.97984,-60.43636,5.8250055,-6.7816677,-25.66415,-32.217663,-5.562214,-6.40512,-23.529903,11.160233,141.00589,141.00589,-13.182545,-26.92021,-37.57742,26.827347,-15.744578,-12.717998,10.050968,12.906272,-8.983845,8.782677,8.782676
AF,i,20,IDS,28.57553510826905,91.83556063151954,-333.3824,116.285995,10.325312,71.56741,-47.40227,-0.41509068,4.5600815,-24.948444,-37.992935,-6.19786,-9.708147,-21.463173,3.9270234,171.85385,171.85385,-22.359291,-28.863792,-35.991253,25.981176,-12.266677,-21.276508,9.375292,14.142394,-7.6326566,6.8175855,6.817585
AF,i,20,IDS,28.57553510826905,91.83556063151954,-342.91885,108.06163,11.225068,76.48943,-38.748264,9.515713,5.160065,-25.638466,-37.65131,-9.3179,-2.7791107,-10.839436,7.5704517,177.07196,177.07196,-15.7860985,-24.986666,-33.486862,21.954165,-17.57709,-21.405687,8.160283,17.4361,-0.76076794,5.1747813,5.1747813
AF,i,20,IDS,28.57553510826905,91.83556063151954,-337.83167,120.46875,0.4393916,62.035866,-43.358643,8.99226,0.85021544,-20.001293,-31.959364,-13.181543,-11.228043,-23.747597,-0.9435476,169.13553,169.13553,-29.216442,-21.899017,-26.521803,22.10443,-14.496777,-16.404789,3.409875,10.365661,-5.2830267,5.1422477,5.1422477
AF,i,20,IDS,28.57553510826905,91.83556063151954,-344.60358,123.36047,9.599121,64.20439,-40.180733,8.964687,-4.6446486,-32.80082,-42.33181,-14.568834,-16.514585,-12.1842,-0.18535924,177.10135,177.10135,-29.578041,-24.889927,-27.619852,17.768042,-20.882753,-18.84358,9.115993,12.908612,1.192317,8.164613,8.164613
AF,i,20,IDS,28.57553510826905,91.83556063151954,-248.2782,132.0166,36.83156,17.321873,3.4107566,1.702147,4.5969043,-2.9110117,-14.640528,-12.255089,-11.932171,-21.191868,-4.266711,142.55487,142.55489,-57.347366,-16.710402,-7.809863,0.59307384,-2.3065794,-9.618716,-4.6720386,1.3541784,-4.4683895,3.8327298,3.8327298
AF,i,20,IDS,29.597069306314133,57.209037770455495,-247.71507,89.68204,-4.500273,58.488132,-32.28838,-5.1552267,-6.522903,-22.471424,-29.740366,0.124922305,-18.086334,-11.271843,7.7915907,121.6074,121.6074,-15.596952,-13.894053,-31.82168,12.882738,-8.658099,-11.608731,11.298173,5.827016,-5.698383,12.938963,12.938962
AF,i,20,IDS,29.597069306314133,57.209037770455495,-263.83243,98.97069,6.2636127,65.091225,-66.62364,-14.16967,-5.478828,-27.137701,-29.598808,-2.2272835,-26.391129,-10.118091,13.911629,135.04802,135.04802,-16.939732,-36.443626,-39.630447,30.572407,-6.4840155,-12.05999,12.455209,1.6038399,-3.9454036,20.151379,20.151379
AF,i,20,IDS,29.597069306314133,57.209037770455495,-258.3068,100.456345,-3.749426,74.13189,-65.39172,-19.766273,-12.693502,-18.903732,-38.567436,-8.259108,-23.949759,-11.796375,16.384691,127.27869,127.27869,-13.162228,-30.82115,-46.94908,26.349112,0.4312706,-12.936967,5.3223124,7.308839,-1.7686338,20.167225,20.167225
AF,i,20,IDS,29.597069306314133,57.209037770455495,-238.65315,103.55495,-15.812165,82.50859,-66.23771,-20.209816,-8.873127,-16.913055,-29.387386,-3.2967453,-11.445654,-12.065104,16.774046,111.420494,111.420494,-10.523178,-25.212772,-51.359203,28.682291,1.6483803,-10.25713,6.808155,8.970866,-4.384179,14.10985,14.10985
AF,i,20,IDS,29.597069306314133,57.209037770455495,-233.92645,108.31764,-32.45313,75.84335,-70.85799,-28.443422,-10.992443,-13.756149,-31.231468,-9.0902,-9.706461,-15.970185,8.484432,100.736664,100.736664,-16.237144,-19.202429,-52.143387,29.932772,7.3436365,-10.119513,2.3329744,10.762504,-3.4399924,9.095447,9.095447
AF,i,20,IDS,29.597069306314133,57.209037770455495,-198.605,86.107864,-13.513848,45.61055,-43.845497,-43.41342,-7.47381,-20.743784,-25.557743,-11.302303,-0.91695535,-10.510319,4.591096,92.54557,92.54557,-20.248657,-15.165825,-44.511986,18.185844,11.334819,-9.041966,4.7207403,12.320394,0.39599228,2.7540257,2.7540257
AF,a,20,IDS,31.87766880626794,57.20903777045905,-181.29654,78.805756,-75.93385,-7.364093,0.8568593,13.05257,2.631107,13.467659,-8.365189,-12.478262,-21.577385,-1.6769273,-6.243949,52.681343,52.681343,-43.084923,38.395355,10.208332,0.8871239,0.20754433,-5.498148,-12.97296,-6.606098,5.400667,7.666718,7.666718
AF,a,20,IDS,31.87766880626794,57.20903777045905,-180.95197,126.11247,-77.66143,19.49479,13.459938,37.9121,-7.8430367,3.6921368,-18.391964,-4.8444242,-25.03472,11.817839,4.655536,51.645267,51.645267,-53.30884,45.560684,9.208656,-10.651487,-17.109983,-5.2744637,-4.2682805,-3.3213778,8.331132,14.845128,14.845128
AF,a,20,IDS,31.87766880626794,57.20903777045905,-198.90775,121.16204,-86.0531,22.316631,8.504421,41.6136,-5.5783844,-2.5594566,-13.871363,-10.1490755,-30.393536,16.099945,2.2001889,56.427322,56.427322,-49.422707,47.278763,9.648485,-7.041403,-22.086529,-4.146489,-3.7948096,-8.261086,13.124511,16.296862,16.296862
AF,a,20,IDS,31.87766880626794,57.20903777045905,-211.33565,126.01025,-103.69641,10.669313,-3.9657888,38.54249,0.23319112,-0.509796,-10.46685,-14.256052,-35.14747,6.9821973,-11.275324,53.81962,53.81962,-57.670467,49.86531,13.936587,2.09949,-19.526142,-5.350021,-6.873128,-12.340309,10.619124,11.936072,11.936072
AF,a,20,IDS,31.87766880626794,57.20903777045905,-207.7767,125.38919,-93.121025,2.5249782,-14.630726,30.929737,-8.27129,-1.1004393,-7.2974997,-7.816227,-26.251179,14.609236,-6.008242,57.32784,57.32784,-61.432106,39.24515,14.202379,3.179718,-16.015089,0.48689508,-3.357894,-9.47684,11.212731,10.121469,10.121469
